,A,B,Ratio
593,BA (Hons) History and International Relations,History,100
594,BA (Hons) History and Politics,History,100
595,BA (Hons) History and Politics,Politics,100
596,BA (Hons) History and Psychology,History,100
597,BA (Hons) History and Psychology,Psychology,100
598,"BA (Hons) History, Politics and International Relations",History,100
599,"BA (Hons) History, Politics and International Relations",Politics,100
600,BA (Hons) Hospitality Business Management,Business,100
601,BA (Hons) Hospitality Business Management,Management,100
602,BA (Hons) Human Geography,Geography,100
603,BA (Hons) Human Geography & Planning,Geography,100
604,BA (Hons) Human Resource Management,Management,100
605,BA (Hons) Human Resource Management ,Management,100
606,BA (Hons) Human Resource Management and Business Management,Business,100
607,BA (Hons) Human Resource Management and Business Management,Management,100
608,BA (Hons) Human Resource Management and International Business,Business,100
609,BA (Hons) Human Resource Management and International Business,Management,100
610,BA (Hons) Human Resource Management and Marketing,Management,100
611,BA (Hons) Human Resource Management and Marketing,Marketing,100
612,BA (Hons) Human Rights and Sociology,Sociology,100
613,BA (Hons) Interior Architecture,Architecture,100
614,BA (Hons) Interior Architecture & Design,Architecture,100
615,BA (Hons) Interior Architecture & Design,Design,100
616,BA (Hons) Interior Design,Design,100
617,BA (Hons) International Business,Business,100
618,BA (Hons) International Business and Accounting,Accounting,100
619,BA (Hons) International Business and Accounting,Business,100
620,BA (Hons) International Business and Economics,Business,100
621,BA (Hons) International Business and Economics,Economics,100
622,BA (Hons) International Business and Human Resource Management,Business,100
623,BA (Hons) International Business and Human Resource Management,Management,100
624,BA (Hons) International Business and International Relations,Business,100
625,BA (Hons) International Business and Marketing,Business,100
626,BA (Hons) International Business and Marketing,Marketing,100
627,BA (Hons) International Business Management,Business,100
628,BA (Hons) International Business Management,Management,100
629,BA (Hons) International Business Management  with Study Abroad,Business,100
630,BA (Hons) International Business Management  with Study Abroad,Management,100
631,BA (Hons) International Business Management with Study Abroad,Business,100
632,BA (Hons) International Business Management with Study Abroad,Management,100
633,BA (Hons) International Fashion Buying Management,Management,100
634,BA (Hons) International Fashion Management & Marketing,Management,100
635,BA (Hons) International Fashion Management & Marketing,Marketing,100
636,BA (Hons) International Finance and Accounting,Accounting,100
637,BA (Hons) International Finance and Accounting,Finance,100
638,BA (Hons) International Finance and Accounting ,Accounting,100
639,BA (Hons) International Finance and Accounting ,Finance,100
640,BA (Hons) International Hospitality and Tourism Management,Management,100
641,BA (Hons) International Relation and Politics,Politics,100
642,BA (Hons) International Relations & Politics,Politics,100
643,BA (Hons) International Relations and Business Management,Business,100
644,BA (Hons) International Relations and Business Management,Management,100
645,BA (Hons) International Relations and Human Resource Management,Management,100
646,BA (Hons) International Relations and International Business,Business,100
647,BA (Hons) International Relations and Politics,Politics,100
648,BA (Hons) International Relations and Sociology,Sociology,100
649,BA (Hons) International Tourism Management,Management,100
650,BA (Hons) Japanese Studies,Japanese,100
651,BA (Hons) Journalism,Journalism,100
652,BA (Hons) Journalism Studies,Journalism,100
653,"BA (Hons) Journalism, Media and Communication & Economics",Economics,100
654,"BA (Hons) Journalism, Media and Communication & Economics",Journalism,100
655,"BA (Hons) Journalism, Media and Communication & Economics",Media,100
656,"BA (Hons) Journalism, Media and Communication & Psychology",Journalism,100
657,"BA (Hons) Journalism, Media and Communication & Psychology",Media,100
658,"BA (Hons) Journalism, Media and Communication & Psychology",Psychology,100
659,BA (Hons) Korean Studies,Korean,100
660,BA (Hons) Landscape Architecture,Architecture,100
661,BA (Hons) Landscape Architecture & Design,Architecture,100
662,BA (Hons) Landscape Architecture & Design,Design,100
663,BA (Hons) Law,Law,100
664,BA (Hons) Law & Politics & International Relations,Law,100
665,BA (Hons) Law & Politics & International Relations,Politics,100
666,BA (Hons) Law & Psychology,Law,100
667,BA (Hons) Law & Psychology,Psychology,100
668,BA (Hons) Law and Business,Business,100
669,BA (Hons) Law and Business,Law,100
670,BA (Hons) Law with Criminology,Criminology,100
671,BA (Hons) Law with Criminology,Law,100
672,BA (Hons) Law with International Relations,Law,100
673,BA (Hons) Management,Management,100
674,BA (Hons) Management Studies,Management,100
675,BA (Hons) Management with Marketing,Management,100
676,BA (Hons) Management with Marketing,Marketing,100
677,BA (Hons) Marketing,Marketing,100
678,BA (Hons) Marketing ,Marketing,100
679,BA (Hons) Marketing and Business Management,Business,100
680,BA (Hons) Marketing and Business Management,Management,100
681,BA (Hons) Marketing and Business Management,Marketing,100
682,BA (Hons) Marketing and Management,Management,100
683,BA (Hons) Marketing and Management,Marketing,100
684,BA (Hons) Marketing and Media,Marketing,100
685,BA (Hons) Marketing and Media,Media,100
686,BA (Hons) Marketing Management,Management,100
687,BA (Hons) Marketing Management,Marketing,100
688,BA (Hons) Marketing with Advertising Management,Management,100
689,BA (Hons) Marketing with Advertising Management,Marketing,100
690,BA (Hons) Marketing with Public Relations,Marketing,100
691,BA (Hons) Media and Communication,Media,100
692,BA (Hons) Media and Communications,Communications,100
693,BA (Hons) Media and Communications,Media,100
694,BA (Hons) Media and CommunicationsBA (Hons) Media and Communications,Communications,100
695,BA (Hons) Media and CommunicationsBA (Hons) Media and Communications,Media,100
696,BA (Hons) Media and Cultural Studies,Media,100
697,BA (Hons) Media and Music Technology,Media,100
698,BA (Hons) Media and Music Technology,Technology,100
699,BA (Hons) Media and Music Technology,Music,100
700,BA (Hons) Media Communications and Culture and Business and Management,Business,100
701,BA (Hons) Media Communications and Culture and Business and Management,Communications,100
702,BA (Hons) Media Communications and Culture and Business and Management,Culture,100
703,BA (Hons) Media Communications and Culture and Business and Management,Management,100
704,BA (Hons) Media Communications and Culture and Business and Management,Media,100
705,BA (Hons) Media Communications and Culture and International Business,Business,100
706,BA (Hons) Media Communications and Culture and International Business,Communications,100
707,BA (Hons) Media Communications and Culture and International Business,Culture,100
708,BA (Hons) Media Communications and Culture and International Business,Media,100
709,BA (Hons) Media Communications and Culture and Politics,Communications,100
710,BA (Hons) Media Communications and Culture and Politics,Culture,100
711,BA (Hons) Media Communications and Culture and Politics,Media,100
712,BA (Hons) Media Communications and Culture and Politics,Politics,100
713,BA (Hons) Media Production,Media,100
714,BA (Hons) Media Studies,Media,100
715,"BA (Hons) Media, Communications and Creative Practice",Communications,100
716,"BA (Hons) Media, Communications and Creative Practice",Media,100
717,"BA (Hons) Media, Communications and Culture",Communications,100
718,"BA (Hons) Media, Communications and Culture",Culture,100
719,"BA (Hons) Media, Communications and Culture",Media,100
720,"BA (Hons) Media, Culture and Communication",Culture,100
721,"BA (Hons) Media, Culture and Communication",Media,100
722,"BA (Hons) Media, Culture, Communication",Culture,100
723,"BA (Hons) Media, Culture, Communication",Media,100
724,"BA (Hons) Media, Promotional Culture and Advertising",Culture,100
725,"BA (Hons) Media, Promotional Culture and Advertising",Media,100
726,BA (Hons) Modern Languages,Languages,100
727,BA (Hons) Modern Languages and Comparative Literature and Culture,Culture,100
728,BA (Hons) Modern Languages and Comparative Literature and Culture,Languages,100
729,BA (Hons) Modern Languages and Comparative Literature and Culture,Literature,100
730,BA (Hons) Modern Languages and History of Art and Visual Cultures,History,100
731,BA (Hons) Modern Languages and History of Art and Visual Cultures,Languages,100
732,BA (Hons) Modern Languages with International Film,Languages,100
733,BA (Hons) Music,Music,100
734,BA (Hons) Music and English,English,100
735,BA (Hons) Music and English,Music,100
736,BA (Hons) Music Journalism,Journalism,100
737,BA (Hons) Music Journalism,Music,100
738,BA (Hons) Nursing (Adult),Nursing,100
739,BA (Hons) Philosophy,Philosophy,100
740,"BA (Hons) Philosophy, Politics and Economics",Economics,100
741,"BA (Hons) Philosophy, Politics and Economics",Philosophy,100
742,"BA (Hons) Philosophy, Politics and Economics",Politics,100
743,"BA (Hons) Philosophy, Politics and Economics (PPE)",Economics,100
744,"BA (Hons) Philosophy, Politics and Economics (PPE)",Philosophy,100
745,"BA (Hons) Philosophy, Politics and Economics (PPE)",Politics,100
746,"BA (Hons) Philosophy, Religion and Ethics",Philosophy,100
747,"BA (Hons) Philosophy, Religion and Ethics",Religion,100
748,"BA (Hons) Philosophy, Religion and Ethics",Ethics,100
749,BA (Hons) Photography,Photography,100
750,BA (Hons) Physical Education,Education,100
751,BA (Hons) Politics,Politics,100
752,BA (Hons) Politics & International Relations,Politics,100
753,BA (Hons) Politics & International Relations & Economics,Economics,100
754,BA (Hons) Politics & International Relations & Economics,Politics,100
755,BA (Hons) Politics & International Relations & Psychology,Politics,100
756,BA (Hons) Politics & International Relations & Psychology,Psychology,100
757,BA (Hons) Politics and Economics,Economics,100
758,BA (Hons) Politics and Economics,Politics,100
759,BA (Hons) Politics and International Relations,Politics,100
760,BA (Hons) Politics and Law,Law,100
761,BA (Hons) Politics and Law,Politics,100
762,"BA (Hons) Politics and Media, Communications and Culture",Communications,100
763,"BA (Hons) Politics and Media, Communications and Culture",Culture,100
764,"BA (Hons) Politics and Media, Communications and Culture",Media,100
765,"BA (Hons) Politics and Media, Communications and Culture",Politics,100
766,BA (Hons) Politics and Philosophy,Philosophy,100
767,BA (Hons) Politics and Philosophy,Politics,100
