,A,B,Ratio
1565,Bachelor of Languages,Languages,100
1566,Bachelor of Languages-Japanese,Japanese,100
1567,Bachelor of Languages-Japanese,Languages,100
1568,Bachelor of Laws (Law),Law,100
1569,Bachelor of Liberal Arts and Science,Science,100
1570,Bachelor of Management Studies (Honours) (Tourism and Hospitality Management),Management,100
1571,Bachelor of Media and Communication,Media,100
1572,Bachelor of Media Arts,Media,100
1573,Bachelor of Medical Laboratory Science,Science,100
1574,Bachelor of Medical Science,Science,100
1575,Bachelor of Music,Music,100
1576,Bachelor of Music - Applied Music (Performance): Strings,Music,100
1577,Bachelor of Music - Clarinet Performance,Music,100
1578,Bachelor of Music - Digital Music and Media,Digital,100
1579,Bachelor of Music - Digital Music and Media,Media,100
1580,Bachelor of Music - Digital Music and Media,Music,100
1581,Bachelor of Music (Academic),Music,100
1582,Bachelor of Music (Composition),Music,100
1583,"Bachelor of Music (Digital Music and Media),",Digital,100
1584,"Bachelor of Music (Digital Music and Media),",Media,100
1585,"Bachelor of Music (Digital Music and Media),",Music,100
1586,Bachelor of Music (Performance - Voice Classical),Music,100
1587,Bachelor of Music (Performance),Music,100
1588,Bachelor of Music (Performance) - Orchestral Instrument Performance,Music,100
1589,Bachelor of Music (Performance) - Piano - Classical,Music,100
1590,Bachelor of Music (Performance) - Piano (Classical),Music,100
1591,Bachelor of Music (Performance) - Voice (Classical),Music,100
1592,Bachelor of Music (Performance) - Voice (Jazz),Music,100
1593,Bachelor of Music (Performance) - voice classical,Music,100
1594,Bachelor of Music (Performance) (Contemporary Music Practice),Music,100
1595,Bachelor of Music (Performance) (Drum (Jazz)).,Music,100
1596,Bachelor of Music (Performance) (Piano (Classical)),Music,100
1597,Bachelor of Music (Performance) (Piano Classical),Music,100
1598,Bachelor of Music (Performance) (Piano Jazz),Music,100
1599,Bachelor of Music (Performance) (Violin Classical),Music,100
1600,Bachelor of Music (Performance) (Voice (Classical)),Music,100
1601,Bachelor of Music (Performance) Piano Classical,Music,100
1602,Bachelor of Music (Performance).,Music,100
1603,Bachelor of Music (Piano (Classical)),Music,100
1604,Bachelor of Nursing,Nursing,100
1605,Bachelor of Nursing  (Pre-Registration),Nursing,100
1606,Bachelor of Nursing (Advanced Studies),Nursing,100
1607,Bachelor of Nursing (Graduate Entry),Nursing,100
1608,Bachelor of Nursing (Pre- Registration),Nursing,100
1609,Bachelor of Nursing (Preregistration),Nursing,100
1610,Bachelor of Nursing (Pre-registration),Nursing,100
1611,Bachelor of Nursing Pre-Registration,Nursing,100
1612,Bachelor of Nutrition and Dietetics,Nutrition,100
1613,Bachelor of Paramedic Science,Science,100
1614,Bachelor of Pharmacy,Pharmacy,100
1615,Bachelor of Pharmacy and Management,Management,100
1616,Bachelor of Pharmacy and Management,Pharmacy,100
1617,Bachelor of Philosophy (Honours) - Science,Philosophy,100
1618,Bachelor of Philosophy (Honours) - Science,Science,100
1619,Bachelor of Physics,Physics,100
1620,Bachelor of Political Science,Science,100
1621,"Bachelor of Politics, Philosophy and Economics",Economics,100
1622,"Bachelor of Politics, Philosophy and Economics",Philosophy,100
1623,"Bachelor of Politics, Philosophy and Economics",Politics,100
1624,Bachelor of Project Management,Management,100
1625,Bachelor of Psychological Science,Science,100
1626,Bachelor of Psychology,Psychology,100
1627,Bachelor of Psychology (Honours),Psychology,100
1628,Bachelor of Science,Science,100
1629,Bachelor of Science -  Geology,Geology,100
1630,Bachelor of Science -  Geology,Science,100
1631,Bachelor of Science - Agricultural Science,Agricultural,100
1632,Bachelor of Science - Agricultural Science,Science,100
1633,Bachelor of Science - Anatomy and Human Biology,Anatomy,100
1634,Bachelor of Science - Anatomy and Human Biology,Biology,100
1635,Bachelor of Science - Anatomy and Human Biology,Science,100
1636,Bachelor of Science - Biochemistry and Molecular Biology,Biochemistry,100
1637,Bachelor of Science - Biochemistry and Molecular Biology,Biology,100
1638,Bachelor of Science - Biochemistry and Molecular Biology,Science,100
1639,Bachelor of Science - Biological Sciences,Science,100
1640,Bachelor of Science  BSc / Bachelor of Mathematical Sciences  BMathSc - Applied Mathematics,Mathematics,100
1641,Bachelor of Science  BSc / Bachelor of Mathematical Sciences  BMathSc - Applied Mathematics,Science,100
1642,Bachelor of Science - Chemistry,Chemistry,100
1643,Bachelor of Science - Chemistry,Science,100
1644,Bachelor of Science - Computer Science,Science,100
1645,Bachelor of Science - Data Science,Data,100
1646,Bachelor of Science - Data Science,Science,100
1647,Bachelor of Science - Engineering Science,Engineering ,100
1648,Bachelor of Science - Engineering Science,Science,100
1649,Bachelor of Science - Environmental Science,Science,100
1650,Bachelor of Science - Genetics,Genetics,100
1651,Bachelor of Science - Genetics,Science,100
1652,Bachelor of Science - Marine Science,Science,100
1653,Bachelor of Science - Mathematics and Statistics,Mathematics,100
1654,Bachelor of Science - Mathematics and Statistics,Science,100
1655,Bachelor of Science - Mathematics and Statistics,Statistics,100
1656,Bachelor of Science - Natural Resource Management,Management,100
1657,Bachelor of Science - Natural Resource Management,Science,100
1658,Bachelor of Science - Neuroscience,Neuroscience,100
1659,Bachelor of Science - Neuroscience,Science,100
1660,Bachelor of Science - Physics,Physics,100
1661,Bachelor of Science - Physics,Science,100
1662,Bachelor of Science - Physiology,Science,100
1663,Bachelor of Science - Population Health,Science,100
1664,Bachelor of Science - Psychological Science,Science,100
1665,Bachelor of Science - Psychology,Psychology,100
1666,Bachelor of Science - Psychology,Science,100
1667,Bachelor of Science - Psychology (double major),Psychology,100
1668,Bachelor of Science - Psychology (double major),Science,100
1669,Bachelor of Science - Sport Science,Science,100
1670,Bachelor of Science - Zoology,Science,100
1671,Bachelor of Science ( Psychology),Psychology,100
1672,Bachelor of Science ( Psychology),Science,100
1673,Bachelor of Science (Agricultural Science),Agricultural,100
1674,Bachelor of Science (Agricultural Science),Science,100
1675,Bachelor of Science (Agricultural Science) ,Agricultural,100
1676,Bachelor of Science (Agricultural Science) ,Science,100
1677,Bachelor of Science (Anatomy & Human Biology),Anatomy,100
1678,Bachelor of Science (Anatomy & Human Biology),Biology,100
1679,Bachelor of Science (Anatomy & Human Biology),Science,100
1680,Bachelor of Science (Anatomy and Human Biology),Anatomy,100
1681,Bachelor of Science (Anatomy and Human Biology),Biology,100
1682,Bachelor of Science (Anatomy and Human Biology),Science,100
1683,Bachelor of Science (Animal Behaviour),Science,100
1684,Bachelor of Science (Applied Computing),Computing,100
1685,Bachelor of Science (Applied Computing),Science,100
1686,Bachelor of Science (Aquaculture),Science,100
1687,Bachelor of Science (Biochemistry and Molecular Biology),Biochemistry,100
1688,Bachelor of Science (Biochemistry and Molecular Biology),Biology,100
1689,Bachelor of Science (Biochemistry and Molecular Biology),Science,100
1690,Bachelor of Science (Biomedical Science),Science,100
1691,Bachelor of Science (Botany),Science,100
1692,Bachelor of Science (BSc)  all other majors,Science,100
1693,Bachelor of Science (Chemical Sciences),Science,100
1694,Bachelor of Science (Chemistry),Chemistry,100
1695,Bachelor of Science (Chemistry),Science,100
1696,Bachelor of Science (Computer Science),Science,100
1697,Bachelor of Science (Conservation Biology),Biology,100
1698,Bachelor of Science (Conservation Biology),Science,100
1699,Bachelor of Science (Data Science),Data,100
1700,Bachelor of Science (Data Science),Science,100
1701,Bachelor of Science (Earth Sciences),Science,100
1702,Bachelor of Science (Ecology and Biodiversity),Ecology,100
1703,Bachelor of Science (Ecology and Biodiversity),Science,100
1704,Bachelor of Science (Engineering Science),Engineering ,100
1705,Bachelor of Science (Engineering Science),Science,100
1706,Bachelor of Science (Environmental Science),Science,100
1707,Bachelor of Science (Environmental Sciences),Science,100
1708,Bachelor of Science (Exercise and Health),Science,100
1709,Bachelor of Science (Forensic and Analytical Science),Science,100
1710,Bachelor of Science (Genetics),Genetics,100
1711,Bachelor of Science (Genetics),Science,100
1712,Bachelor of Science (Geology),Geology,100
1713,Bachelor of Science (Geology),Science,100
1714,Bachelor of Science (Health),Science,100
1715,Bachelor of Science (Health) and Master of Nursing,Nursing,100
1716,Bachelor of Science (Health) and Master of Nursing,Science,100
1717,Bachelor of Science (Honours) (Biotechnology),Science,100
1718,Bachelor of Science (Honours) (Biotechnology),Biotechnology,100
1719,Bachelor of Science (Marine Biology and Aquaculture),Biology,100
1720,Bachelor of Science (Marine Biology and Aquaculture),Science,100
1721,Bachelor of Science (Marine Biology),Biology,100
1722,Bachelor of Science (Marine Biology),Science,100
1723,Bachelor of Science (Marine Science),Science,100
1724,Bachelor of Science (Mathematics and Statistics),Mathematics,100
1725,Bachelor of Science (Mathematics and Statistics),Science,100
1726,Bachelor of Science (Mathematics and Statistics),Statistics,100
1727,Bachelor of Science (Medical Science),Science,100
1728,Bachelor of Science (Molecular and Cellular Biology),Biology,100
1729,Bachelor of Science (Molecular and Cellular Biology),Science,100
1730,Bachelor of Science (Molecular Bioscience),Science,100
1731,Bachelor of Science (Nanotechnology),Science,100
1732,Bachelor of Science (Natural Resource Management),Management,100
1733,Bachelor of Science (Natural Resource Management),Science,100
1734,Bachelor of Science (Neuroscience),Neuroscience,100
1735,Bachelor of Science (Neuroscience),Science,100
1736,Bachelor of science (Pharmacology),Science,100
1737,Bachelor of Science (Physics),Physics,100
1738,Bachelor of Science (Physics),Science,100
1739,Bachelor of Science (Physiological Science),Science,100
1740,Bachelor of Science (Physiology),Science,100
1741,Bachelor of Science (Psychological Science),Science,100
1742,Bachelor of Science (Psychology double major),Psychology,100
1743,Bachelor of Science (Psychology double major),Science,100
1744,Bachelor of Science (Psychology),Psychology,100
1745,Bachelor of Science (Psychology),Science,100
1746,Bachelor of Science (Sport Science),Science,100
1747,Bachelor of Science (Statistics),Science,100
1748,Bachelor of Science (Statistics),Statistics,100
1749,Bachelor of Science (Zoology),Science,100
1750,Bachelor of Science and Bachelor of Advanced Studies,Science,100
1751,Bachelor of Science and Bachelor of Advanced Studies (Agriculture),Science,100
1752,Bachelor of Science and Bachelor of Advanced Studies (Animal and Veterinary Bioscience),Science,100
1753,Bachelor of Science and Bachelor of Advanced Studies (Dalyell Scholars including Mathematical Science),Science,100
1754,Bachelor of Science and Bachelor of Advanced Studies (Food and Agribusiness),Science,100
1755,Bachelor of Science and Bachelor of Advanced Studies (Medical Science),Science,100
1756,Bachelor of Science and Bachelor of Laws,Science,100
1757,Bachelor of Science and Master of Mathematical Sciences,Science,100
1758,Bachelor of Science and Master of Nutrition and Dietetics,Nutrition,100
1759,Bachelor of Science and Master of Nutrition and Dietetics,Science,100
1760,Bachelor of Science -Biochemistry and Molecular Biology,Biochemistry,100
1761,Bachelor of Science -Biochemistry and Molecular Biology,Biology,100
1762,Bachelor of Science -Biochemistry and Molecular Biology,Science,100
1763,Bachelor of Science in Environmental Management,Management,100
1764,Bachelor of Science in Environmental Management,Science,100
1765,Bachelor of Science in Environmental Science,Science,100
1766,Bachelor of Science -Pathology and Laboratory Medicine,Medicine,100
1767,Bachelor of Science -Pathology and Laboratory Medicine,Science,100
1768,Bachelor of Science -Pathology and Laboratory Medicine,Pathology,100
1769,Bachelor of Science -Pharmacology,Science,100
1770,Bachelor of Science -Quantitative Methods,Science,100
1771,Bachelor of Science(Engineering Science),Engineering ,100
1772,Bachelor of Science(Engineering Science),Science,100
1773,Bachelor of Science/Bachelor of Advanced Studies,Science,100
1774,Bachelor of Science/Bachelor of Advanced Studies (Agriculture),Science,100
1775,Bachelor of Science/Bachelor of Advanced Studies (Animal and Veterinary Bioscience),Science,100
1776,Bachelor of Science/Bachelor of Laws,Science,100
1777,Bachelor of Science/Master of Mathematical Science,Science,100
1778,Bachelor of Science/Master of Nutrition and Dietics,Nutrition,100
1779,Bachelor of Science/Master of Nutrition and Dietics,Science,100
1780,Bachelor of Science-Data Science,Data,100
1781,Bachelor of Science-Data Science,Science,100
1782,Bachelor of Sciences - Engineering Science,Engineering ,100
1783,Bachelor of Sciences - Engineering Science,Science,100
1784,Bachelor of Social Science ( Economics),Economics,100
1785,Bachelor of Social Science ( Economics),Science,100
1786,Bachelor of Social Sciences (Psychology),Psychology,100
1787,Bachelor of Social Sciences (Sociology),Sociology,100
1788,Bachelor of Software Engineering (Honours),Engineering ,100
1789,Bachelor of Software Engineering (Honours),Software,100
1790,Bachelor of Speech and Language Therapy,Speech,100
1791,Bachelor of Speech and Language Therapy,Therapy,100
1792,Bachelor of Speech Pathology,Speech,100
1793,Bachelor of Speech Pathology,Pathology,100
1794,Bachelor of Sport Management,Management,100
1795,Bachelor of Statistics,Statistics,100
1796,Bachelor of Teaching (Conjoint) (Secondary),Teaching,100
1797,Bachelor of Teaching (Early Childhood),Childhood,100
1798,Bachelor of Teaching (Early Childhood),Teaching,100
1799,Bachelor of Teaching (Primary),Teaching,100
1800,Bachelor of Veterinary Biology and Doctor of Veterinary Medicine,Biology,100
1801,Bachelor of Veterinary Biology and Doctor of Veterinary Medicine,Medicine,100
1802,Bachelor of Veterinary Biology/Doctor of Veterinary Medicine,Biology,100
1803,Bachelor of Veterinary Biology/Doctor of Veterinary Medicine,Medicine,100
1804,Bachelor of Veterinary Science,Science,100
1805,Bachelor of Visual Arts (Film and Digital Art),Digital,100
1806,Bachelor of Commerce (Marketing),Marketing,100
1807,Bachelors of Business Management,Business,100
1808,Bachelors of Business Management,Management,100
1809,BACHELORS OF SCIENCE/ ECONOMICS,Economics,100
1810,BACHELORS OF SCIENCE/ ECONOMICS,Science,100
1811,BAgrSc Agricultural Science,Agricultural,100
1812,BAgrSc Agricultural Science,Science,100
1813,BAgrSc Agricultural Systems Technology,Agricultural,100
1814,BAgrSc Agricultural Systems Technology,Systems,100
1815,BAgrSc Agricultural Systems Technology,Technology,100
1816,BAgrSc Animal Science,Science,100
1817,Banking & Finance,Banking,100
1818,Banking & Finance,Finance,100
1819,Banking and Finance,Banking,100
1820,Banking and Finance,Finance,100
1821,Banking and Finance ,Banking,100
1822,Banking and Finance ,Finance,100
1823,"Banking, Finance and Investment ",Banking,100
1824,"Banking, Finance and Investment ",Finance,100
1825,Basic Business BBA (designated as pre-business),Business,100
1826,"Basic Business, BBA (designated as pre-  business)",Business,100
1827,"Basic Business, BBA (designated as pre-business)",Business,100
1828,BBA (Hons) Business Administration,Administration,100
1829,BBA (Hons) Business Administration,Business,100
1830,BBA (Hons) International Business,Business,100
1831,BBA (Hons) International Business Management (France),Business,100
1832,BBA (Hons) International Business Management (France),Management,100
1833,BBA Bachelor of Business Administration,Administration,100
1834,BBA Bachelor of Business Administration,Business,100
1835,BBA Bachelor of Business Administration (year 2),Administration,100
1836,BBA Bachelor of Business Administration (year 2),Business,100
1837,BBA Business Administration,Administration,100
1838,BBA Business Administration,Business,100
1839,BBA Business Administration  Bachelor of Business Administration,Administration,100
1840,BBA Business Administration  Bachelor of Business Administration,Business,100
1841,BBA International Business,Business,100
1842,BBA International Business Management (America),Business,100
1843,BBA International Business Management (America),Management,100
1844,BBA Internatonal Business,Business,100
1845,BBA Marketing,Marketing,100
1846,BBA(Hons) Business Administration,Administration,100
1847,BBA(Hons) Business Administration,Business,100
1848,BBL (Hons) Business and Law,Business,100
1849,BBL (Hons) Business and Law,Law,100
1850,BBSc (Hons) Business and Management Studies,Business,100
1851,BBSc (Hons) Business and Management Studies,Management,100
1852,BBSc (Hons) Business Management,Business,100
1853,BBSc (Hons) Business Management,Management,100
1854,BCL Law,Law,100
1855,BE Engineering (Biomedical),Engineering ,100
1856,BE Engineering (Chemical and Bioprocess),Engineering ,100
1857,BE Engineering (Chemical and Bioprocess),Bioprocess,100
1858,BE Engineering (Civil),Engineering ,100
1859,BE Engineering (Electrical),Electrical,100
1860,BE Engineering (Electrical),Engineering ,100
1861,BE Engineering (Electronic),Engineering ,100
1862,BE Engineering (Mechanical),Engineering ,100
1863,BE Engineering (Mechanical),Mechanical,100
1864,BEng  Chemical Engineering,Engineering ,100
1865,BEng  Software Engineering,Engineering ,100
1866,BEng  Software Engineering,Software,100
1867,BEng (Hons Electronics and Computer Engineering,Engineering ,100
1868,BEng (Hons)   Computer Systems Engineering,Engineering ,100
1869,BEng (Hons)   Computer Systems Engineering,Systems,100
1870,BEng (Hons)  Aerospace Engineering,Aerospace,100
1871,BEng (Hons)  Aerospace Engineering,Engineering ,100
1872,BEng (Hons)  Architectural Engineering,Engineering ,100
1873,BEng (Hons)  Architecture,Architecture,100
1874,BEng (Hons)  Automotive Engineering,Engineering ,100
1875,BEng (Hons)  Chemical Engineering,Engineering ,100
1876,BEng (Hons)  Civil Engineering,Engineering ,100
1877,BEng (Hons)  Computer Systems Engineering,Engineering ,100
1878,BEng (Hons)  Computer Systems Engineering,Systems,100
1879,BEng (Hons)  Electrical and Electronic Engineering,Electrical,100
1880,BEng (Hons)  Electrical and Electronic Engineering,Engineering ,100
1881,BEng (Hons)  Electrical Engineering (Control Systems),Electrical,100
1882,BEng (Hons)  Electrical Engineering (Control Systems),Engineering ,100
1883,BEng (Hons)  Electrical Engineering (Control Systems),Systems,100
1884,BEng (Hons)  Electronic Engineering and Computer Systems,Engineering ,100
1885,BEng (Hons)  Electronic Engineering and Computer Systems,Systems,100
1886,BEng (Hons)  Energy Engineering,Engineering ,100
1887,BEng (Hons)  Mechanical Engineering,Engineering ,100
1888,BEng (Hons)  Mechanical Engineering,Mechanical,100
1889,BEng (Hons)  Mechanical Engineering with Robotics,Engineering ,100
1890,BEng (Hons)  Mechanical Engineering with Robotics,Mechanical,100
1891,BEng (Hons) / BEng (Hons) Civil Engineering,Engineering ,100
1892,BEng (Hons) / MEng (Hons) Aeronautical and Aerospace Engineering,Aerospace,100
1893,BEng (Hons) / MEng (Hons) Aeronautical and Aerospace Engineering,Engineering ,100
1894,BEng (Hons) / MEng (Hons) Aerospace Engineering,Aerospace,100
1895,BEng (Hons) / MEng (Hons) Aerospace Engineering,Engineering ,100
1896,BEng (Hons) / MEng (Hons) Architecture,Architecture,100
1897,BEng (Hons) / MEng (Hons) Automotive and Motorsport Engineering,Engineering ,100
1898,BEng (Hons) / MEng (Hons) Chemical Engineering,Engineering ,100
1899,BEng (Hons) / MEng (Hons) Civil Engineering,Engineering ,100
1900,BEng (Hons) / MEng (Hons) Computer and Internet Engineering,Engineering ,100
1901,BEng (Hons) / MEng (Hons) Electrical Engineering (Electronics),Electrical,100
1902,BEng (Hons) / MEng (Hons) Electrical Engineering (Electronics),Engineering ,100
1903,BEng (Hons) / MEng (Hons) Electronic and Electrical Engineering,Electrical,100
1904,BEng (Hons) / MEng (Hons) Electronic and Electrical Engineering,Engineering ,100
1905,BEng (Hons) / MEng (Hons) Electronics and Computer Engineering,Engineering ,100
1906,BEng (Hons) / MEng (Hons) Mechanical Engineering,Engineering ,100
1907,BEng (Hons) / MEng (Hons) Mechanical Engineering,Mechanical,100
1908,BEng (Hons) / MEng (Hons) Mechanical Engineering with Robotics (with an industrial placement year),Engineering ,100
1909,BEng (Hons) / MEng (Hons) Mechanical Engineering with Robotics (with an industrial placement year),Mechanical,100
1910,BEng (Hons) / MEng (Hons) Mechanical Engineering with Robotics (with an industrial placement year),Industrial,100
1911,BEng (Hons) / MEng Aerospace Engineering,Aerospace,100
1912,BEng (Hons) / MEng Aerospace Engineering,Engineering ,100
1913,BEng (Hons) / MEng Aerospace Engineering with Private Pilot Instruction,Aerospace,100
1914,BEng (Hons) / MEng Aerospace Engineering with Private Pilot Instruction,Engineering ,100
1915,BEng (Hons) / MEng Chemical and Energy Engineering,Engineering ,100
1916,BEng (Hons) / MEng Chemical Engineering,Engineering ,100
1917,BEng (Hons) / MEng Civil Engineering,Engineering ,100
1918,BEng (Hons) / MEng Computer Systems Engineering,Engineering ,100
1919,BEng (Hons) / MEng Computer Systems Engineering,Systems,100
1920,BEng (Hons) / MEng Electrical and Electronic Engineering,Electrical,100
1921,BEng (Hons) / MEng Electrical and Electronic Engineering,Engineering ,100
1922,BEng (Hons) / MEng Electrical Engineering,Electrical,100
1923,BEng (Hons) / MEng Electrical Engineering,Engineering ,100
1924,BEng (Hons) / MEng Electronic Engineering,Engineering ,100
1925,BEng (Hons) / MEng Materials Science and Engineering,Engineering ,100
1926,BEng (Hons) / MEng Materials Science and Engineering,Materials,100
1927,BEng (Hons) / MEng Materials Science and Engineering,Science,100
1928,BEng (Hons) / MEng Mechanical Engineering,Engineering ,100
1929,BEng (Hons) / MEng Mechanical Engineering,Mechanical,100
1930,BEng (Hons) / MEng Software Engineering,Engineering ,100
1931,BEng (Hons) / MEng Software Engineering,Software,100
1932,BEng (Hons) /MEng Electrical Engineering (Control Systems),Electrical,100
1933,BEng (Hons) /MEng Electrical Engineering (Control Systems),Engineering ,100
1934,BEng (Hons) /MEng Electrical Engineering (Control Systems),Systems,100
1935,BEng (Hons) /MEng Electrical Engineering (Electronics),Electrical,100
1936,BEng (Hons) /MEng Electrical Engineering (Electronics),Engineering ,100
1937,BEng (Hons) /MEng Electronic and Communications Engineering,Communications,100
1938,BEng (Hons) /MEng Electronic and Communications Engineering,Engineering ,100
1939,BEng (Hons) Aero-Mechanical Engineering,Engineering ,100
1940,BEng (Hons) Aero-Mechanical Engineering,Mechanical,100
1941,BEng (Hons) Aeronautical and Aerospace Engineering,Aerospace,100
1942,BEng (Hons) Aeronautical and Aerospace Engineering,Engineering ,100
1943,BEng (Hons) Aerospace Engineering,Aerospace,100
1944,BEng (Hons) Aerospace Engineering,Engineering ,100
1945,BEng (Hons) Architectural Engineering,Engineering ,100
1946,BEng (Hons) Architecture,Architecture,100
1947,BEng (Hons) Automotive and Motorsport Engineering,Engineering ,100
1948,BEng (Hons) Automotive Engineering,Engineering ,100
1949,BEng (Hons) Automotive Engineering with an industrial placement year,Engineering ,100
1950,BEng (Hons) Automotive Engineering with an industrial placement year,Industrial,100
1951,BEng (Hons) Aviation Engineering,Engineering ,100
1952,BEng (Hons) Aviation Technology with Pilot Studies and Management,Management,100
1953,BEng (Hons) Aviation Technology with Pilot Studies and Management,Technology,100
1954,BEng (Hons) Biomedical Engineering,Engineering ,100
1955,BEng (Hons) Chemical and Energy Engineering,Engineering ,100
1956,BEng (Hons) Chemical and Nuclear Engineering,Engineering ,100
1957,BEng (Hons) Chemical and Petroleum Engineering,Engineering ,100
1958,BEng (Hons) Chemical Engineering,Engineering ,100
1959,BEng (Hons) Chemical Engineering with Industrial Experience,Engineering ,100
1960,BEng (Hons) Chemical Engineering with Industrial Experience,Industrial,100
1961,BEng (Hons) Civil & Environmental Engineering,Engineering ,100
1962,BEng (Hons) Civil & Infrastructure Engineering,Engineering ,100
1963,BEng (Hons) Civil & Infrastructure Engineering,Infrastructure,100
1964,BEng (Hons) Civil & Infrastructure Engineering.,Engineering ,100
1965,BEng (Hons) Civil & Infrastructure Engineering.,Infrastructure,100
1966,BEng (Hons) Civil and Environmental Engineering,Engineering ,100
1967,BEng (Hons) Civil and Infrastructure Engineering,Engineering ,100
1968,BEng (Hons) Civil and Infrastructure Engineering,Infrastructure,100
1969,BEng (Hons) Civil and Structural Engineering,Engineering ,100
1970,BEng (Hons) Civil Engineering,Engineering ,100
1971,BEng (Hons) Civil Engineering with Project Management,Engineering ,100
1972,BEng (Hons) Civil Engineering with Project Management,Management,100
1973,BEng (Hons) Computer & Electronic Systems,Systems,100
1974,BEng (Hons) Computer and Internet Engineering,Engineering ,100
1975,BEng (Hons) Computer System Engineering,Engineering ,100
1976,BEng (Hons) Computer Systems Engineering,Engineering ,100
1977,BEng (Hons) Computer Systems Engineering,Systems,100
1978,BEng (Hons) Computer Systems Engineering (with a year in industry),Engineering ,100
1979,BEng (Hons) Computer Systems Engineering (with a year in industry),Systems,100
1980,BEng (Hons) Electrical & Mechanical Engineering,Electrical,100
1981,BEng (Hons) Electrical & Mechanical Engineering,Engineering ,100
1982,BEng (Hons) Electrical & Mechanical Engineering,Mechanical,100
1983,BEng (Hons) Electrical and Electronic  Engineering,Electrical,100
1984,BEng (Hons) Electrical and Electronic  Engineering,Engineering ,100
1985,BEng (Hons) Electrical and Electronic Engineering,Electrical,100
1986,BEng (Hons) Electrical and Electronic Engineering,Engineering ,100
1987,BEng (Hons) Electrical and Electronic Engineering ,Electrical,100
1988,BEng (Hons) Electrical and Electronic Engineering ,Engineering ,100
1989,BEng (Hons) Electrical and Electronic Engineering (UCAS code H606),Electrical,100
1990,BEng (Hons) Electrical and Electronic Engineering (UCAS code H606),Engineering ,100
1991,BEng (Hons) Electrical and Electronic Engineering with an industrial placement year,Electrical,100
1992,BEng (Hons) Electrical and Electronic Engineering with an industrial placement year,Engineering ,100
1993,BEng (Hons) Electrical and Electronic Engineering with an industrial placement year,Industrial,100
1994,BEng (Hons) Electrical and Electronic Engineering with Robotics,Electrical,100
1995,BEng (Hons) Electrical and Electronic Engineering with Robotics,Engineering ,100
1996,BEng (Hons) Electrical and Electronic Engineering with Robotics (with an industrial placement year),Electrical,100
1997,BEng (Hons) Electrical and Electronic Engineering with Robotics (with an industrial placement year),Engineering ,100
1998,BEng (Hons) Electrical and Electronic Engineering with Robotics (with an industrial placement year),Industrial,100
1999,BEng (Hons) Electrical Engineering (Control Systems),Electrical,100
2000,BEng (Hons) Electrical Engineering (Control Systems),Engineering ,100
2001,BEng (Hons) Electrical Engineering (Control Systems),Systems,100
2002,BEng (Hons) Electrical Engineering (Electronics),Electrical,100
2003,BEng (Hons) Electrical Engineering (Electronics),Engineering ,100
2004,BEng (Hons) Electrical Engineering (Power and Energy),Electrical,100
2005,BEng (Hons) Electrical Engineering (Power and Energy),Engineering ,100
2006,BEng (Hons) Electronic & Electrical Engineering,Electrical,100
2007,BEng (Hons) Electronic & Electrical Engineering,Engineering ,100
2008,BEng (Hons) Electronic & Electrical Engineering.,Electrical,100
2009,BEng (Hons) Electronic & Electrical Engineering.,Engineering ,100
2010,BEng (Hons) Electronic and Communication Engineering,Engineering ,100
2011,BEng (Hons) Electronic and Communications Engineering,Communications,100
2012,BEng (Hons) Electronic and Communications Engineering,Engineering ,100
2013,BEng (Hons) Electronic and Electrical Engineering,Electrical,100
2014,BEng (Hons) Electronic and Electrical Engineering,Engineering ,100
2015,BEng (Hons) Electronic and Electrical Engineering-Huddersfield,Electrical,100
2016,BEng (Hons) Electronic and Electrical Engineering-Huddersfield,Engineering ,100
2017,BEng (Hons) Electronic Engineering,Engineering ,100
2018,BEng (Hons) Electronic Engineering and Computer Systems,Engineering ,100
2019,BEng (Hons) Electronic Engineering and Computer Systems,Systems,100
2020,BEng (Hons) Electronic Engineering with Computer Systems,Engineering ,100
2021,BEng (Hons) Electronic Engineering with Computer Systems,Systems,100
2022,BEng (Hons) Electronic Engineering with Space Systems,Engineering ,100
2023,BEng (Hons) Electronic Engineering with Space Systems,Systems,100
2024,BEng (Hons) Electronics and Computer Engineering,Engineering ,100
2025,BEng (Hons) Energy Engineering,Engineering ,100
2026,BEng (Hons) Engineering,Engineering ,100
2027,BEng (Hons) General Engineering,Engineering ,100
2028,BEng (Hons) General Engineering with a Year in Industry,Engineering ,100
2029,BEng (Hons) Intelligent Systems and Control Engineering (Engineering Management),Engineering ,100
2030,BEng (Hons) Intelligent Systems and Control Engineering (Engineering Management),Management,100
2031,BEng (Hons) Intelligent Systems and Control Engineering (Engineering Management),Systems,100
2032,BEng (Hons) Intelligent Systems and Control Engineering (Engineering Management),Intelligent,100
2033,BEng (Hons) Marine and Mechanical Engineering,Engineering ,100
2034,BEng (Hons) Marine and Mechanical Engineering,Mechanical,100
2035,BEng (Hons) Marine Engineering,Engineering ,100
2036,BEng (Hons) Materials Science and Engineering,Engineering ,100
2037,BEng (Hons) Materials Science and Engineering,Materials,100
2038,BEng (Hons) Materials Science and Engineering,Science,100
2039,BEng (Hons) Mechanical Engineering,Engineering ,100
2040,BEng (Hons) Mechanical Engineering,Mechanical,100
2041,BEng (Hons) Mechanical Engineering (Automotive),Engineering ,100
2042,BEng (Hons) Mechanical Engineering (Automotive),Mechanical,100
