,A,B,Ratio
3154,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentr",Global,100
3155,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentrations- Accounting, Finance, Marketing, or Business Analytics (Grossman School of Business)",Accounting,100
3156,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentrations- Accounting, Finance, Marketing, or Business Analytics (Grossman School of Business)",Administration,100
3157,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentrations- Accounting, Finance, Marketing, or Business Analytics (Grossman School of Business)",Analytics,100
3158,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentrations- Accounting, Finance, Marketing, or Business Analytics (Grossman School of Business)",Business,100
3159,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentrations- Accounting, Finance, Marketing, or Business Analytics (Grossman School of Business)",Finance,100
3160,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentrations- Accounting, Finance, Marketing, or Business Analytics (Grossman School of Business)",Global,100
3161,"Business  Administration (Themes-Global Business, Sustainable Business, or Entrpreneurship)(Concentrations- Accounting, Finance, Marketing, or Business Analytics (Grossman School of Business)",Marketing,100
3162,Business - BS,Business,100
3163,Business & Management ,Business,100
3164,Business & Management ,Management,100
3165,Business (General),Business,100
3166,Business Accounting,Accounting,100
3167,Business Accounting,Business,100
3168,Business Adminisration,Administration,72
3169,Business Adminisration,Business,100
3170,Business Adminisration - Marketing,Business,100
3171,Business Adminisration - Marketing,Marketing,100
3172,Business Administration,Administration,100
3173,Business Administration,Business,100
3174,Business Administration  Bachelor of Business Administration,Administration,100
3175,Business Administration  Bachelor of Business Administration,Business,100
3176,Business Administration - Economics,Administration,100
3177,Business Administration - Economics,Business,100
3178,Business Administration - Economics,Economics,100
3179,Business Administration - Entrepreneurial Management,Administration,100
3180,Business Administration - Entrepreneurial Management,Business,100
3181,Business Administration - Entrepreneurial Management,Management,100
3182,Business Administration - Finance,Administration,100
3183,Business Administration - Finance,Business,100
3184,Business Administration - Finance,Finance,100
3185,Business Administration - Financial Valuation and Investment Management,Administration,100
3186,Business Administration - Financial Valuation and Investment Management,Business,100
3187,Business Administration - Financial Valuation and Investment Management,Management,100
3188,Business Administration - General Business,Administration,100
3189,Business Administration - General Business,Business,100
3190,Business Administration - General Business ,Administration,100
3191,Business Administration - General Business ,Business,100
3192,Business Administration - Health Care Management,Administration,100
3193,Business Administration - Health Care Management,Business,100
3194,Business Administration - Health Care Management,Management,100
3195,Business Administration - Healthcare Management,Administration,100
3196,Business Administration - Healthcare Management,Business,100
3197,Business Administration - Healthcare Management,Management,100
3198,Business Administration - Healthcare Management,Healthcare,100
3199,Business Administration  Healthcare Management,Administration,100
3200,Business Administration  Healthcare Management,Business,100
3201,Business Administration  Healthcare Management,Management,100
3202,Business Administration  Healthcare Management,Healthcare,100
3203,Business Administration - Human Resource Management,Administration,100
3204,Business Administration - Human Resource Management,Business,100
3205,Business Administration - Human Resource Management,Management,100
3206,Business Administration - Information Systems,Administration,100
3207,Business Administration - Information Systems,Business,100
3208,Business Administration - Information Systems,Information,100
3209,Business Administration - Information Systems,Systems,100
3210,Business Administration - International Busines,Administration,100
3211,Business Administration - International Busines,Business,100
3212,Business Administration - International Business Management,Administration,100
3213,Business Administration - International Business Management,Business,100
3214,Business Administration - International Business Management,Management,100
3215,Business Administration - International Business Studies,Administration,100
3216,Business Administration - International Business Studies,Business,100
3217,Business Administration - Management,Administration,100
3218,Business Administration - Management,Business,100
3219,Business Administration - Management,Management,100
3220,Business Administration - Management ,Administration,100
3221,Business Administration - Management ,Business,100
3222,Business Administration - Management ,Management,100
3223,Business Administration - Management Information Systems,Administration,100
3224,Business Administration - Management Information Systems,Business,100
3225,Business Administration - Management Information Systems,Information,100
3226,Business Administration - Management Information Systems,Management,100
3227,Business Administration - Management Information Systems,Systems,100
3228,Business Administration - Marketing,Administration,100
3229,Business Administration - Marketing,Business,100
3230,Business Administration - Marketing,Marketing,100
3231,Business Administration - Marketing ,Administration,100
3232,Business Administration - Marketing ,Business,100
3233,Business Administration - Marketing ,Marketing,100
3234,Business Administration - MBA,Administration,100
3235,Business Administration - MBA,Business,100
3236,Business Administration - Media Management,Administration,100
3237,Business Administration - Media Management,Business,100
3238,Business Administration - Media Management,Management,100
3239,Business Administration - Media Management,Media,100
3240,Business Administration - Sports Management,Administration,100
3241,Business Administration - Sports Management,Business,100
3242,Business Administration - Sports Management,Management,100
3243,Business Administration (30 hrs),Administration,100
3244,Business Administration (30 hrs),Business,100
3245,Business Administration (30 hrs)  (BUSI),Administration,100
3246,Business Administration (30 hrs)  (BUSI),Business,100
3247,Business Administration / MBA,Administration,100
3248,Business Administration / MBA,Business,100
3249,Business Administration in Executive Management,Administration,100
3250,Business Administration in Executive Management,Business,100
3251,Business Administration in Executive Management,Management,100
3252,Business Administration ,Administration,100
3253,Business Administration ,Business,100
3254,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Accounting,100
3255,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Administration,100
3256,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Business,100
3257,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Finance,100
3258,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Information,100
3259,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Management,100
3260,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Marketing,100
3261,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Systems,100
3262,"Business Administration, concentrations: Accounting, Entrepreneurship, Finance, Human Resource Management, International Business, Management, Management Information Systems, Marketing",Entrepreneurship,100
3263,"Business Administration, Marketing",Administration,100
3264,"Business Administration, Marketing",Business,100
3265,"Business Administration, Marketing",Marketing,100
3266,Business Administration:  Human Resounce Management,Administration,100
3267,Business Administration:  Human Resounce Management,Business,100
3268,Business Administration:  Human Resounce Management,Management,100
3269,Business Administration: International Business,Administration,100
3270,Business Administration: International Business,Business,100
3271,Business Administration: Management,Administration,100
3272,Business Administration: Management,Business,100
3273,Business Administration: Management,Management,100
3274,Business AdministrationFinance Concentration,Business,100
3275,Business AdministrationGeneral Business,Business,100
3276,Business AdministrationInternational Business Concentration,Business,100
3277,Business AdministrationManagement Concentration,Business,100
3278,Business AdministrationManagement Information Systems Concentration,Business,100
3279,Business AdministrationManagement Information Systems Concentration,Information,100
3280,Business AdministrationManagement Information Systems Concentration,Systems,100
3281,Business Analysis,Business,100
3282,Business Analysis & Consulting ,Business,100
3283,Business Analytics,Analytics,100
3284,Business Analytics,Business,100
3285,Business Analytics  - MSBA,Analytics,100
3286,Business Analytics  - MSBA,Business,100
3287,Business Analytics - MS,Analytics,100
3288,Business Analytics - MS,Business,100
3289,Business Analytics and Consultancy,Analytics,100
3290,Business Analytics and Consultancy,Business,100
3291,Business Analytics and Consultancy - Study Abroad,Analytics,100
3292,Business Analytics and Consultancy - Study Abroad,Business,100
3293,Business Analytics and Consultancy (Industrial Placement),Analytics,100
3294,Business Analytics and Consultancy (Industrial Placement),Business,100
3295,Business Analytics and Consultancy (Industrial Placement),Industrial,100
3296,"Business Analytics, MS",Analytics,100
3297,"Business Analytics, MS",Business,100
3298,Business and Finance,Business,100
3299,Business and Finance,Finance,100
3300,Business and Human Resource Management,Business,100
3301,Business and Human Resource Management,Management,100
3302,Business and Law,Business,100
3303,Business and Law,Law,100
3304,Business and Management,Business,100
3305,Business and Management,Management,100
3306,Business and Management ,Business,100
3307,Business and Management ,Management,100
3308,Business and Management (with Professional Practice),Business,100
3309,Business and Management (with Professional Practice),Management,100
3310,Business and Management Studies,Business,100
3311,Business and Management Studies,Management,100
3312,Business and Management Studies (with a professional placement year),Business,100
3313,Business and Management Studies (with a professional placement year),Management,100
3314,Business and Marketing (with Professional Practice),Business,100
3315,Business and Marketing (with Professional Practice),Marketing,100
3316,Business and Public Relations,Business,100
3317,Business and Sustainability,Business,100
3318,Business Diploma - Marketing Specialization,Business,100
3319,Business Diploma - Marketing Specialization,Marketing,100
3320,Business Diploma  Marketing Specialization,Business,100
3321,Business Diploma  Marketing Specialization,Marketing,100
3322,Business Diploma - Marketing Specialization + CoOp,Business,100
3323,Business Diploma - Marketing Specialization + CoOp,Marketing,100
3324,Business Diploma Marketing Specialization,Business,100
3325,Business Diploma Marketing Specialization,Marketing,100
